frame_id,room_amount,window_amount,surface,total_exterior_wall_amount,total_source_energy_consumption_GJ,total_site_energy_consumption_GJ,total_source_energy_consumption_per_surface_MJm2,total_site_energy_consumption_per_surface_MJm2,site_energy_heating_GJ,site_energy_cooling_GJ,site_energy_heating_per_surface_MJm2,site_energy_cooling_per_surface_MJm2,total_window_amount,total_wall_area_m2,wall_area_north_m2,wall_area_east_m2,wall_area_south_m2,wall_area_west_m2,total_window_opening_area_m2,window_opening_area_north_m2,window_opening_area_east_m2,window_opening_area_south_m2,window_opening_area_west_m2,total_window_wall_ratio_percent,window_wall_ratio_north_percent,window_wall_ratio_east_percent,window_wall_ratio_south_percent,window_wall_ratio_west_percent
130,3,5,28.1069,7.0,95.82,29.48,3409.09,1048.84,21.29,3.34,757.5,118.73,5.0,57.26,14.31,14.31,14.31,14.31,16.58,0.0,7.96,1.12,7.5,28.96,0.0,55.6,7.83,52.43
130,3,5,28.1069,7.0,82.5,24.92,2935.23,886.46,17.97,2.1,639.25,74.6,5.0,57.26,14.31,14.31,14.31,14.31,9.22,0.0,1.02,7.59,0.61,16.11,0.0,7.15,53.03,4.25
130,3,7,28.1069,7.0,95.06,29.0,3382.0,1031.9,21.19,2.96,753.9,105.39,7.0,57.26,14.31,14.31,14.31,14.31,15.99,1.44,7.56,0.7,6.29,27.92,10.06,52.8,4.89,43.93
130,3,5,28.1069,7.0,84.56,25.71,3008.48,914.59,18.45,2.41,656.28,85.71,5.0,57.26,14.31,14.31,14.31,14.31,10.44,0.0,1.12,7.5,1.82,18.24,0.0,7.83,52.43,12.7
130,3,5,28.1069,7.0,94.11,28.68,3348.22,1020.47,20.95,2.88,745.41,102.45,5.0,57.26,14.31,14.31,14.31,14.31,15.35,0.0,7.59,0.61,7.15,26.8,0.0,53.03,4.25,49.92
130,3,7,28.1069,7.0,94.39,28.5,3358.25,1014.13,21.13,2.52,751.95,89.58,7.0,57.26,14.31,14.31,14.31,14.31,15.99,7.56,0.7,6.29,1.44,27.92,52.8,4.89,43.93,10.06
130,3,2,28.1069,7.0,70.15,20.26,2495.75,720.81,15.06,0.35,535.79,12.4,2.0,57.26,14.31,14.31,14.31,14.31,0.66,0.66,0.0,0.0,0.0,1.16,4.64,0.0,0.0,0.0
131,10,6,123.4813,15.0,265.91,77.44,2153.47,627.14,57.28,2.32,463.88,18.81,6.0,119.38,36.33,0.0,47.49,35.55,25.48,13.07,0.0,0.0,12.4,21.34,35.98,0.0,0.0,34.89
131,10,14,123.4813,15.0,271.99,81.31,2202.66,658.45,58.06,5.41,470.18,43.82,14.0,119.38,36.33,0.0,47.49,35.55,30.49,5.25,0.0,16.78,8.47,25.54,14.44,0.0,35.33,23.81
131,10,6,123.4813,15.0,260.86,75.89,2112.54,614.62,55.94,2.12,453.04,17.13,6.0,119.38,36.33,0.0,47.49,35.55,22.72,11.97,0.0,0.0,10.75,19.03,32.94,0.0,0.0,30.23
131,10,8,123.4813,15.0,245.98,72.41,1992.06,586.43,51.56,3.01,417.57,24.41,8.0,119.38,36.33,0.0,47.49,35.55,15.32,0.0,0.0,13.51,1.82,12.84,0.0,0.0,28.44,5.11
131,10,14,123.4813,15.0,272.24,80.65,2204.71,653.17,58.43,4.39,473.16,35.56,14.0,119.38,0.0,47.49,35.55,36.33,30.49,0.0,16.78,8.47,5.25,25.54,0.0,35.33,23.81,14.44
131,10,8,123.4813,15.0,259.12,75.51,2098.44,611.53,55.42,2.26,448.8,18.27,8.0,119.38,0.0,47.49,35.55,36.33,21.11,0.0,9.14,0.0,11.97,17.68,0.0,19.25,0.0,32.94
131,10,6,123.4813,15.0,233.93,68.0,1894.47,550.65,48.67,1.48,394.18,12.02,6.0,119.38,0.0,47.49,35.55,36.33,6.81,0.0,1.78,5.03,0.0,5.71,0.0,3.75,14.14,0.0
131,10,6,123.4813,15.0,255.65,76.39,2070.37,618.66,53.7,4.86,434.88,39.33,6.0,119.38,0.0,47.49,35.55,36.33,21.14,0.0,3.52,17.62,0.0,17.71,0.0,7.42,49.55,0.0
131,10,8,123.4813,15.0,247.23,71.55,2002.13,579.41,52.41,1.3,424.4,10.55,8.0,119.38,47.49,35.55,36.33,0.0,13.61,12.64,0.97,0.0,0.0,11.4,26.62,2.73,0.0,0.0
131,10,6,123.4813,15.0,247.82,73.24,2006.92,593.13,51.94,3.47,420.61,28.07,6.0,119.38,47.49,35.55,36.33,0.0,15.11,0.0,3.21,11.9,0.0,12.66,0.0,9.03,32.75,0.0
131,10,6,123.4813,15.0,260.9,77.93,2112.9,631.11,55.12,4.97,446.38,40.29,6.0,119.38,47.49,35.55,36.33,0.0,24.56,0.0,13.55,11.0,0.0,20.57,0.0,38.12,30.29,0.0
131,10,14,123.4813,15.0,264.71,78.37,2143.71,634.71,56.42,4.11,456.94,33.32,14.0,119.38,47.49,35.55,36.33,0.0,25.48,8.61,4.78,12.09,0.0,21.34,18.13,13.43,33.28,0.0
131,10,8,123.4813,15.0,259.86,77.56,2104.47,628.09,54.87,4.85,444.33,39.31,8.0,119.38,35.55,36.33,0.0,47.49,23.62,0.0,11.9,0.0,11.72,19.79,0.0,32.75,0.0,24.68
131,10,8,123.4813,15.0,249.04,73.38,2016.84,594.27,52.36,3.18,424.02,25.79,8.0,119.38,35.55,36.33,0.0,47.49,16.89,0.0,11.0,0.0,5.89,14.15,0.0,30.29,0.0,12.39
131,10,14,123.4813,15.0,263.94,78.15,2137.5,632.88,56.22,4.1,455.26,33.17,14.0,119.38,35.55,36.33,0.0,47.49,25.48,4.78,12.09,0.0,8.61,21.34,13.43,33.28,0.0,18.13
131,10,6,123.4813,15.0,257.13,74.63,2082.31,604.41,55.0,1.79,445.43,14.53,6.0,119.38,35.55,36.33,0.0,47.49,20.45,16.3,0.0,0.0,4.15,17.13,45.84,0.0,0.0,8.74
132,5,5,63.272,11.0,142.11,41.01,2246.0,648.23,30.94,0.76,489.03,11.93,5.0,90.93,5.81,35.15,25.33,24.64,6.42,3.05,3.38,0.0,0.0,7.06,52.43,9.61,0.0,0.0
132,5,11,63.272,11.0,171.1,50.92,2704.28,804.84,38.19,3.42,603.56,54.02,11.0,90.93,5.81,35.15,25.33,24.64,25.27,0.25,14.55,4.63,5.84,27.79,4.25,41.39,18.28,23.72
132,5,5,63.272,11.0,141.32,40.78,2233.57,644.54,30.73,0.73,485.69,11.59,5.0,90.93,5.81,35.15,25.33,24.64,5.94,2.55,3.39,0.0,0.0,6.53,43.93,9.64,0.0,0.0
132,5,6,63.272,11.0,154.37,45.88,2439.84,725.06,33.73,2.83,533.1,44.69,6.0,90.93,5.81,35.15,25.33,24.64,15.15,0.0,0.56,3.68,10.91,16.66,0.0,1.61,14.51,44.27
132,5,11,63.272,11.0,171.39,50.96,2708.82,805.38,38.29,3.35,605.12,53.0,11.0,90.93,35.15,25.33,24.64,5.81,25.27,14.55,4.63,5.84,0.25,27.79,41.39,18.28,23.72,4.25
132,5,5,63.272,11.0,142.6,41.18,2253.8,650.89,31.07,0.8,490.98,12.65,5.0,90.93,35.15,25.33,24.64,5.81,6.49,6.49,0.0,0.0,0.0,7.13,18.45,0.0,0.0,0.0
132,5,6,63.272,11.0,152.83,45.57,2415.37,720.3,33.25,3.01,525.5,47.54,6.0,90.93,35.15,25.33,24.64,5.81,15.14,0.0,3.68,10.91,0.55,16.64,0.0,14.51,44.27,9.5
132,5,6,63.272,11.0,154.12,45.66,2435.85,721.69,33.72,2.63,532.93,41.5,6.0,90.93,35.15,25.33,24.64,5.81,15.45,0.0,9.92,5.03,0.5,17.0,0.0,39.18,20.43,8.56
132,5,6,63.272,11.0,157.8,45.91,2493.97,725.61,35.06,1.54,554.04,24.31,6.0,90.93,25.33,24.64,5.81,35.15,16.23,11.38,1.76,0.0,3.1,17.85,44.91,7.13,0.0,8.81
132,5,5,63.272,11.0,149.0,44.35,2354.93,700.95,32.26,2.77,509.85,43.83,5.0,90.93,25.33,24.64,5.81,35.15,11.36,0.0,0.0,0.55,10.81,12.49,0.0,0.0,9.5,30.74
132,5,5,63.272,11.0,143.11,42.06,2261.81,664.74,30.9,1.84,488.39,29.08,5.0,90.93,25.33,24.64,5.81,35.15,7.72,0.0,0.0,0.5,7.22,8.49,0.0,0.0,8.56,20.55
132,5,11,63.272,11.0,173.3,52.58,2738.96,831.07,38.36,4.9,606.3,77.51,11.0,90.93,25.33,24.64,5.81,35.15,26.83,4.11,8.99,2.58,11.15,29.5,16.23,36.47,44.44,31.71
132,5,5,63.272,11.0,147.58,43.73,2332.54,691.15,31.96,2.45,505.14,38.75,5.0,90.93,24.64,5.81,35.15,25.33,11.37,0.0,0.0,11.37,0.0,12.5,0.0,0.0,32.35,0.0
132,5,5,63.272,11.0,145.37,42.86,2297.49,677.43,31.45,2.09,497.11,33.06,5.0,90.93,24.64,5.81,35.15,25.33,9.98,0.0,0.0,9.98,0.0,10.97,0.0,0.0,28.39,0.0
132,5,11,63.272,11.0,172.46,51.63,2725.63,816.08,38.42,3.89,607.27,61.54,11.0,90.93,24.64,5.81,35.15,25.33,26.83,8.99,2.58,11.15,4.11,29.5,36.47,44.44,31.71,16.23
132,5,6,63.272,11.0,150.6,43.82,2380.13,692.52,33.1,1.4,523.18,22.08,6.0,90.93,24.64,5.81,35.15,25.33,11.69,5.47,1.5,0.0,4.72,12.86,22.18,25.84,0.0,18.64
133,9,8,111.3129,15.0,223.36,64.97,2006.62,583.71,46.72,1.55,419.7,13.89,8.0,110.17,32.51,17.94,32.71,27.02,13.27,5.34,2.87,0.0,5.06,12.04,16.44,15.99,0.0,18.72
133,9,15,111.3129,15.0,259.67,77.63,2332.79,697.42,55.69,5.23,500.29,47.01,15.0,110.17,32.51,17.94,32.71,27.02,35.51,12.54,7.3,9.68,5.99,32.24,38.56,40.72,29.6,22.19
133,9,8,111.3129,15.0,228.58,66.48,2053.51,597.2,48.14,1.63,432.47,14.61,8.0,110.17,32.51,17.94,32.71,27.02,16.76,9.44,3.85,0.0,3.47,15.21,29.03,21.47,0.0,12.86
133,9,7,111.3129,15.0,213.82,62.65,1920.91,562.81,43.95,1.99,394.82,17.87,7.0,110.17,32.51,17.94,32.71,27.02,7.46,0.0,0.0,5.91,1.55,6.77,0.0,0.0,18.08,5.73
133,9,15,111.3129,15.0,259.6,77.48,2332.13,696.06,55.72,5.05,500.6,45.34,15.0,110.17,17.94,32.71,27.02,32.51,35.51,7.3,9.68,5.99,12.54,32.24,40.72,29.6,22.19,38.56
133,9,9,111.3129,15.0,234.38,68.62,2105.58,616.45,49.52,2.39,444.88,21.45,9.0,110.17,17.94,32.71,27.02,32.51,19.79,3.85,6.5,0.0,9.44,17.96,21.47,19.89,0.0,29.03
133,9,6,111.3129,15.0,219.24,64.42,1969.61,578.74,45.34,2.37,407.29,21.33,6.0,110.17,17.94,32.71,27.02,32.51,10.96,0.0,3.4,7.57,0.0,9.95,0.0,10.39,28.0,0.0
133,9,6,111.3129,15.0,230.87,68.8,2074.09,618.06,48.08,4.01,431.91,36.04,6.0,110.17,17.94,32.71,27.02,32.51,17.72,0.0,4.12,13.59,0.0,16.08,0.0,12.61,50.32,0.0
133,9,7,111.3129,15.0,222.63,64.54,2000.01,579.78,46.61,1.22,418.74,10.92,7.0,110.17,32.71,27.02,32.51,17.94,11.95,7.59,4.37,0.0,0.0,10.85,23.19,16.17,0.0,0.0
133,9,8,111.3129,15.0,242.19,72.9,2175.77,654.94,50.81,5.39,456.44,48.38,8.0,110.17,32.71,27.02,32.51,17.94,26.12,0.0,6.02,13.12,6.98,23.71,0.0,22.27,40.35,38.93
133,9,8,111.3129,15.0,230.46,68.39,2070.36,614.38,48.08,3.59,431.97,32.3,8.0,110.17,32.71,27.02,32.51,17.94,19.24,0.0,9.0,7.28,2.97,17.47,0.0,33.29,22.39,16.56
133,9,15,111.3129,15.0,244.73,72.68,2198.58,652.92,51.89,4.08,466.19,36.61,15.0,110.17,32.71,27.02,32.51,17.94,26.77,9.74,4.23,10.85,1.95,24.3,29.79,15.66,33.37,10.88
133,9,9,111.3129,15.0,236.46,70.59,2124.3,634.15,49.52,4.36,444.9,39.13,9.0,110.17,27.02,32.51,17.94,32.71,22.61,0.0,13.12,6.98,2.51,20.53,0.0,40.35,38.93,7.69
133,9,9,111.3129,15.0,224.41,66.04,2016.01,593.3,46.69,2.65,419.42,23.77,9.0,110.17,27.02,32.51,17.94,32.71,14.84,0.0,7.28,2.97,4.59,13.47,0.0,22.39,16.56,14.05
133,9,15,111.3129,15.0,245.53,72.94,2205.81,655.26,52.1,4.13,468.05,37.09,15.0,110.17,27.02,32.51,17.94,32.71,26.77,4.23,10.85,1.95,9.74,24.3,15.66,33.37,10.88,29.79
133,9,6,111.3129,15.0,227.11,65.82,2040.31,591.27,47.84,1.27,429.76,11.39,6.0,110.17,27.02,32.51,17.94,32.71,13.87,10.39,0.0,0.0,3.47,12.59,38.47,0.0,0.0,10.62
134,3,1,44.0267,7.0,102.97,29.84,2338.86,677.75,21.68,0.57,492.43,12.97,1.0,71.66,17.92,17.92,17.92,17.92,3.82,3.82,0.0,0.0,0.0,5.33,21.31,0.0,0.0,0.0
134,3,7,44.0267,7.0,139.63,43.16,3171.6,980.33,30.52,5.06,693.14,114.84,7.0,71.66,17.92,17.92,17.92,17.92,27.38,5.04,10.91,8.46,2.98,38.21,28.14,60.87,47.2,16.64
134,3,1,44.0267,7.0,113.77,33.08,2584.14,751.26,24.57,0.92,557.99,20.92,1.0,71.66,17.92,17.92,17.92,17.92,10.91,10.91,0.0,0.0,0.0,15.22,60.87,0.0,0.0,0.0
134,3,6,44.0267,7.0,132.2,40.87,3002.7,928.25,28.56,4.72,648.59,107.3,6.0,71.66,17.92,17.92,17.92,17.92,22.4,0.0,9.7,8.06,4.65,31.25,0.0,54.13,44.96,25.93
134,3,7,44.0267,7.0,139.7,42.33,3172.99,961.43,30.88,3.86,701.48,87.6,7.0,71.66,17.92,17.92,17.92,17.92,27.38,10.91,8.46,2.98,5.04,38.21,60.87,47.2,16.64,28.14
134,3,1,44.0267,7.0,100.15,29.01,2274.78,658.94,20.92,0.5,475.15,11.44,1.0,71.66,17.92,17.92,17.92,17.92,1.99,1.99,0.0,0.0,0.0,2.78,11.1,0.0,0.0,0.0
134,3,6,44.0267,7.0,119.74,36.09,2719.76,819.76,25.66,2.85,582.75,64.67,6.0,71.66,17.92,17.92,17.92,17.92,14.69,0.0,8.06,4.65,1.99,20.5,0.0,44.96,25.93,11.1
134,3,6,44.0267,7.0,130.63,40.47,2966.96,919.27,28.1,4.78,638.33,108.59,6.0,71.66,17.92,17.92,17.92,17.92,20.83,0.0,2.15,8.99,9.7,29.07,0.0,12.0,50.16,54.13
134,3,2,44.0267,7.0,101.53,29.42,2306.13,668.15,21.29,0.54,483.6,12.2,2.0,71.66,17.92,17.92,17.92,17.92,2.47,2.47,0.0,0.0,0.0,3.44,13.78,0.0,0.0,0.0
134,3,5,44.0267,7.0,122.78,37.09,2788.66,842.37,26.43,3.07,600.35,69.67,5.0,71.66,17.92,17.92,17.92,17.92,16.33,0.0,4.65,1.99,9.7,22.79,0.0,25.93,11.1,54.13
134,3,5,44.0267,7.0,127.68,39.25,2899.99,891.54,27.45,4.21,623.59,95.6,5.0,71.66,17.92,17.92,17.92,17.92,19.76,0.0,8.99,9.7,1.08,27.58,0.0,50.16,54.13,6.04
134,3,7,44.0267,7.0,129.15,38.79,2933.53,880.96,28.22,2.97,641.07,67.54,7.0,71.66,17.92,17.92,17.92,17.92,20.08,6.73,2.88,1.08,9.39,28.02,37.55,16.07,6.04,52.43
134,3,4,44.0267,7.0,127.83,39.26,2903.48,891.84,27.51,4.17,624.83,94.65,4.0,71.66,17.92,17.92,17.92,17.92,19.74,0.0,1.99,9.7,8.06,27.55,0.0,11.1,54.13,44.96
134,3,4,44.0267,7.0,116.44,34.69,2644.66,787.85,24.94,2.15,566.56,48.94,4.0,71.66,17.92,17.92,17.92,17.92,12.93,0.0,9.7,1.08,2.15,18.04,0.0,54.13,6.04,12.0
134,3,7,44.0267,7.0,128.08,39.16,2909.22,889.43,27.65,3.92,628.07,89.01,7.0,71.66,17.92,17.92,17.92,17.92,20.08,2.88,1.08,9.39,6.73,28.02,16.07,6.04,52.43,37.55
134,3,3,44.0267,7.0,108.26,31.39,2458.9,712.98,23.11,0.7,524.83,15.8,3.0,71.66,17.92,17.92,17.92,17.92,6.46,6.46,0.0,0.0,0.0,9.01,36.05,0.0,0.0,0.0
135,9,5,114.51610000000001,14.0,238.92,69.4,2086.36,605.99,49.7,1.44,434.01,12.57,5.0,113.92,32.54,23.36,26.77,31.25,15.22,10.43,4.78,0.0,0.0,13.36,32.07,20.48,0.0,0.0
135,9,13,114.51610000000001,14.0,267.84,80.17,2338.88,700.1,56.56,5.36,493.9,46.78,13.0,113.92,32.54,23.36,26.77,31.25,34.16,8.87,9.08,6.45,9.76,29.99,27.26,38.89,24.1,31.22
135,9,5,114.51610000000001,14.0,241.9,70.23,2112.37,613.24,50.52,1.45,441.19,12.63,5.0,113.92,32.54,23.36,26.77,31.25,17.08,12.82,4.25,0.0,0.0,14.99,39.41,18.21,0.0,0.0
135,9,8,114.51610000000001,14.0,253.49,75.94,2213.6,663.16,52.7,4.99,460.16,43.58,8.0,113.92,32.54,23.36,26.77,31.25,26.46,0.0,7.24,10.14,9.08,23.23,0.0,30.99,37.89,29.06
135,9,13,114.51610000000001,14.0,267.14,79.43,2332.75,693.65,56.59,4.59,494.16,40.06,13.0,113.92,23.36,26.77,31.25,32.54,34.16,9.08,6.45,9.76,8.87,29.99,38.89,24.1,31.22,27.26
135,9,9,114.51610000000001,14.0,247.13,72.56,2158.01,633.59,51.6,2.7,450.63,23.55,9.0,113.92,23.36,26.77,31.25,32.54,19.89,5.0,2.06,0.0,12.82,17.46,21.41,7.71,0.0,39.41
135,9,4,114.51610000000001,14.0,239.46,70.72,2091.03,617.59,49.36,3.11,431.05,27.13,4.0,113.92,23.36,26.77,31.25,32.54,18.32,0.0,9.24,9.08,0.0,16.08,0.0,34.52,29.06,0.0
135,9,4,114.51610000000001,14.0,231.13,68.0,2018.33,593.81,47.23,2.51,412.44,21.95,4.0,113.92,23.36,26.77,31.25,32.54,12.8,0.0,1.69,11.11,0.0,11.24,0.0,6.3,35.56,0.0
135,9,8,114.51610000000001,14.0,244.68,71.54,2136.66,624.75,51.07,2.22,445.93,19.4,8.0,113.92,26.77,31.25,32.54,23.36,20.15,6.33,13.06,0.0,0.75,17.68,23.66,41.8,0.0,3.21
135,9,5,114.51610000000001,14.0,225.6,66.03,1970.07,576.6,45.88,1.89,400.67,16.5,5.0,113.92,26.77,31.25,32.54,23.36,8.55,0.0,0.0,8.07,0.47,7.5,0.0,0.0,24.81,2.03
135,9,5,114.51610000000001,14.0,232.31,68.5,2028.59,598.16,47.48,2.76,414.65,24.09,5.0,113.92,26.77,31.25,32.54,23.36,12.47,0.0,0.0,8.35,4.12,10.95,0.0,0.0,25.67,17.63
135,9,13,114.51610000000001,14.0,259.03,76.58,2261.98,668.74,54.6,3.73,476.77,32.55,13.0,113.92,26.77,31.25,32.54,23.36,29.14,11.44,4.63,9.63,3.44,25.58,42.74,14.81,29.59,14.74
135,9,9,114.51610000000001,14.0,240.08,71.24,2096.48,622.11,49.39,3.59,431.31,31.38,9.0,113.92,31.25,32.54,23.36,26.77,16.69,0.0,8.07,7.71,0.9,14.65,0.0,24.81,33.02,3.37
135,9,9,114.51610000000001,14.0,240.55,71.16,2100.56,621.37,49.61,3.29,433.21,28.74,9.0,113.92,31.25,32.54,23.36,26.77,17.07,0.0,8.35,5.33,3.39,14.98,0.0,25.67,22.81,12.67
135,9,13,114.51610000000001,14.0,260.05,77.49,2270.86,676.66,54.62,4.61,476.97,40.27,13.0,113.92,31.25,32.54,23.36,26.77,29.14,4.63,9.63,3.44,11.44,25.58,14.81,29.59,14.74,42.74
135,9,4,114.51610000000001,14.0,235.68,68.4,2058.09,597.32,48.85,1.3,426.54,11.36,4.0,113.92,31.25,32.54,23.36,26.77,13.67,12.76,0.0,0.0,0.92,12.0,40.82,0.0,0.0,3.43
136,3,2,29.4689,7.0,75.57,21.91,2564.31,743.42,16.09,0.47,546.11,16.03,2.0,59.56,12.27,17.51,12.27,17.51,2.56,2.56,0.0,0.0,0.0,4.29,20.85,0.0,0.0,0.0
136,3,7,29.4689,7.0,97.86,29.61,3320.91,1004.84,21.63,2.64,734.02,89.53,7.0,59.56,12.27,17.51,12.27,17.51,16.37,3.08,9.95,0.74,2.59,27.48,25.12,56.84,6.04,14.8
136,3,2,29.4689,7.0,80.79,23.47,2741.47,796.29,17.49,0.63,593.55,21.46,2.0,59.56,12.27,17.51,12.27,17.51,5.7,5.7,0.0,0.0,0.0,9.56,46.42,0.0,0.0,0.0
136,3,5,29.4689,7.0,91.1,27.47,3091.53,932.31,19.87,2.26,674.28,76.75,5.0,59.56,12.27,17.51,12.27,17.51,12.44,0.0,9.3,0.52,2.62,20.89,0.0,53.11,4.25,14.95
136,3,7,29.4689,7.0,97.84,29.2,3320.11,990.88,21.79,2.07,739.47,70.13,7.0,59.56,17.51,12.27,17.51,12.27,16.37,9.95,0.74,2.59,3.08,27.48,56.84,6.04,14.8,25.12
136,3,2,29.4689,7.0,73.49,21.28,2493.84,722.18,15.54,0.4,527.32,13.58,2.0,59.56,17.51,12.27,17.51,12.27,1.41,1.41,0.0,0.0,0.0,2.37,8.07,0.0,0.0,0.0
136,3,5,29.4689,7.0,82.72,24.69,2806.94,837.97,17.74,1.61,601.95,54.74,5.0,59.56,17.51,12.27,17.51,12.27,7.2,0.0,0.52,2.62,4.06,12.08,0.0,4.25,14.95,33.07
136,3,5,29.4689,7.0,102.33,32.22,3472.37,1093.38,22.3,4.58,756.7,155.4,5.0,59.56,17.51,12.27,17.51,12.27,19.48,0.0,5.39,9.78,4.31,32.7,0.0,43.93,55.83,35.13
136,3,1,29.4689,7.0,81.08,23.56,2751.33,799.51,17.57,0.65,596.08,22.15,1.0,59.56,12.27,17.51,12.27,17.51,6.43,6.43,0.0,0.0,0.0,10.8,52.43,0.0,0.0,0.0
136,3,6,29.4689,7.0,97.78,30.26,3318.13,1026.78,21.33,3.58,723.88,121.61,6.0,59.56,12.27,17.51,12.27,17.51,15.97,0.0,2.62,4.06,9.3,26.82,0.0,14.95,33.07,53.11
136,3,6,29.4689,7.0,95.32,29.28,3234.52,993.58,20.77,3.16,704.89,107.4,6.0,59.56,12.27,17.51,12.27,17.51,14.96,0.0,9.78,4.31,0.87,25.11,0.0,55.83,35.13,4.97
136,3,7,29.4689,7.0,94.47,28.91,3205.68,980.97,20.59,2.97,698.82,100.87,7.0,59.56,12.27,17.51,12.27,17.51,14.03,1.17,1.23,3.35,8.29,23.55,9.5,7.01,27.27,47.34
136,3,5,29.4689,7.0,92.88,28.72,3151.71,974.67,20.05,3.33,680.32,113.07,5.0,59.56,17.51,12.27,17.51,12.27,13.88,0.0,4.06,9.3,0.52,23.3,0.0,33.07,53.11,4.25
136,3,5,29.4689,7.0,87.96,26.45,2984.76,897.64,19.06,2.05,646.84,69.52,5.0,59.56,17.51,12.27,17.51,12.27,10.57,0.0,4.31,0.87,5.39,17.75,0.0,35.13,4.97,43.93
136,3,7,29.4689,7.0,93.35,28.69,3167.82,973.47,20.25,3.1,687.12,105.07,7.0,59.56,17.51,12.27,17.51,12.27,14.03,1.23,3.35,8.29,1.17,23.55,7.01,27.27,47.34,9.5
136,3,2,29.4689,7.0,84.96,24.72,2883.08,838.73,18.61,0.77,631.4,26.05,2.0,59.56,17.51,12.27,17.51,12.27,8.41,8.41,0.0,0.0,0.0,14.12,48.04,0.0,0.0,0.0
137,7,3,79.4019,11.0,170.75,49.51,2150.45,623.5,35.85,0.97,451.45,12.16,3.0,96.24,24.06,24.06,24.06,24.06,9.93,9.93,0.0,0.0,0.0,10.31,41.26,0.0,0.0,0.0
137,7,11,79.4019,11.0,198.58,60.34,2501.0,759.97,42.26,5.39,532.19,67.89,11.0,96.24,24.06,24.06,24.06,24.06,27.62,3.65,2.42,10.49,11.06,28.7,15.16,10.06,43.6,45.97
137,7,3,79.4019,11.0,163.3,47.29,2056.67,595.62,33.85,0.75,426.29,9.44,3.0,96.24,24.06,24.06,24.06,24.06,5.34,5.34,0.0,0.0,0.0,5.55,22.18,0.0,0.0,0.0
137,7,8,79.4019,11.0,193.87,59.29,2441.66,746.75,40.85,5.75,514.44,72.43,8.0,96.24,24.06,24.06,24.06,24.06,25.22,0.0,3.01,13.73,8.48,26.2,0.0,12.5,57.07,35.24
137,7,11,79.4019,11.0,197.12,59.71,2482.51,751.95,41.95,5.07,528.27,63.79,11.0,96.24,24.06,24.06,24.06,24.06,27.62,2.42,10.49,11.06,3.65,28.7,10.06,43.6,45.97,15.16
137,7,3,79.4019,11.0,171.48,49.69,2159.69,625.77,36.06,0.93,454.13,11.76,3.0,96.24,24.06,24.06,24.06,24.06,10.17,10.17,0.0,0.0,0.0,10.57,42.26,0.0,0.0,0.0
137,7,8,79.4019,11.0,200.96,61.29,2530.98,771.88,42.8,5.8,538.99,73.0,8.0,96.24,24.06,24.06,24.06,24.06,29.73,0.0,13.73,8.48,7.52,30.89,0.0,57.07,35.24,31.25
137,7,8,79.4019,11.0,177.03,52.58,2229.56,662.23,37.03,2.85,466.4,35.94,8.0,96.24,24.06,24.06,24.06,24.06,14.55,0.0,1.99,5.55,7.01,15.11,0.0,8.25,23.05,29.16
137,7,2,79.4019,11.0,161.69,46.8,2036.35,589.45,33.42,0.69,420.9,8.67,2.0,96.24,24.06,24.06,24.06,24.06,4.46,4.46,0.0,0.0,0.0,4.64,18.54,0.0,0.0,0.0
137,7,9,79.4019,11.0,183.15,54.85,2306.62,690.75,38.49,3.66,484.76,46.1,9.0,96.24,24.06,24.06,24.06,24.06,19.0,0.0,8.48,7.52,3.01,19.75,0.0,35.24,31.25,12.5
137,7,9,79.4019,11.0,187.08,56.11,2356.11,706.72,39.5,3.92,497.51,49.32,9.0,96.24,24.06,24.06,24.06,24.06,20.89,0.0,5.55,7.01,8.33,21.71,0.0,23.05,29.16,34.62
137,7,11,79.4019,11.0,207.9,62.68,2618.32,789.44,44.93,5.05,565.89,63.66,11.0,96.24,24.06,24.06,24.06,24.06,33.42,12.79,7.59,7.31,5.73,34.73,53.17,31.54,30.39,23.8
137,7,8,79.4019,11.0,193.21,58.33,2433.28,734.59,40.99,4.65,516.18,58.52,8.0,96.24,24.06,24.06,24.06,24.06,24.26,0.0,7.52,3.01,13.73,25.21,0.0,31.25,12.5,57.07
137,7,8,79.4019,11.0,180.49,53.85,2273.07,678.21,37.86,3.3,476.81,41.52,8.0,96.24,24.06,24.06,24.06,24.06,17.33,0.0,7.01,8.33,1.99,18.01,0.0,29.16,34.62,8.25
137,7,11,79.4019,11.0,208.37,63.34,2624.26,797.75,44.84,5.8,564.78,73.08,11.0,96.24,24.06,24.06,24.06,24.06,33.42,7.59,7.31,5.73,12.79,34.73,31.54,30.39,23.8,53.17
137,7,3,79.4019,11.0,165.12,47.84,2079.56,602.46,34.34,0.81,432.42,10.15,3.0,96.24,24.06,24.06,24.06,24.06,6.41,6.41,0.0,0.0,0.0,6.66,26.63,0.0,0.0,0.0
138,10,2,130.1461,13.0,246.23,71.27,1891.96,547.61,50.71,1.0,389.6,7.69,2.0,123.21,30.8,30.8,30.8,30.8,6.85,6.85,0.0,0.0,0.0,5.56,22.25,0.0,0.0,0.0
138,10,13,130.1461,13.0,291.3,86.73,2238.26,666.37,61.95,5.21,475.99,40.07,13.0,123.21,30.8,30.8,30.8,30.8,36.48,9.52,7.99,7.95,11.02,29.61,30.91,25.96,25.8,35.78
