TimeStamp,Duration,Optimizer,CV Type,Split,K-Folds,HL Widths,Conv Layer Type,Pooling,Learning Rate,Batch Size,Epochs,Training Accuracy,Testing Accuracy,Training Loss,Testing Loss
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,34,0.38235294117647056,0.40762867647058826,1.4623812437057495,1.4602959968826987
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,35,0.37683823529411764,0.40027573529411764,1.4589687260714443,1.4565265639261766
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,36,0.3805147058823529,0.40808823529411764,1.457950147715482,1.4554937969554553
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,37,0.38419117647058826,0.41130514705882354,1.4547935290770098,1.4540828195485203
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,38,0.3897058823529412,0.41590073529411764,1.4519178650595925,1.4524806466969578
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,39,0.39705882352941174,0.42233455882352944,1.4489593397487293,1.4491208466616543
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,40,0.4025735294117647,0.4195772058823529,1.4465417753566394,1.446918091990731
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,41,0.3915441176470588,0.41590073529411764,1.4436610612002285,1.4451353495771235
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,42,0.38786764705882354,0.41681985294117646,1.441628022627397,1.4418485950339923
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,43,0.3952205882352941,0.42830882352941174,1.4386545528065076,1.4421260194344954
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,44,0.4025735294117647,0.42049632352941174,1.4380478317087346,1.437767825343392
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,45,0.3952205882352941,0.4260110294117647,1.4355204105377197,1.4377757690169595
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,46,0.39889705882352944,0.4131433823529412,1.4346214857968418,1.4353224147449841
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,47,0.41360294117647056,0.43014705882352944,1.4307440627704968,1.4327330724759535
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,48,0.40625,0.4296875,1.4286610755053433,1.4308349137956446
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,49,0.40625,0.42784926470588236,1.4266393726522273,1.4278495447202162
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,50,0.4007352941176471,0.4260110294117647,1.4239327907562256,1.4269640445709229
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,51,0.40808823529411764,0.4384191176470588,1.4230930046601729,1.4254704876379534
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,52,0.4172794117647059,0.43933823529411764,1.4200990958647295,1.4243193052031777
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,53,0.4172794117647059,0.42463235294117646,1.417892044240778,1.421905436299064
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,54,0.42830882352941174,0.4411764705882353,1.4169390309940686,1.4195660867474296
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,55,0.4209558823529412,0.4333639705882353,1.413946422663602,1.418180059302937
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,56,0.41544117647058826,0.43152573529411764,1.4132226272062822,1.416358395056291
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,57,0.41911764705882354,0.4306066176470588,1.410911495035345,1.416465233672749
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,58,0.4227941176470588,0.4416360294117647,1.409415526823564,1.4129824096506292
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,59,0.42830882352941174,0.43566176470588236,1.4071661017157815,1.4107904705134304
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,60,0.42463235294117646,0.44347426470588236,1.4046629017049617,1.4119078462774104
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,61,0.4338235294117647,0.4489889705882353,1.405245228247209,1.4093972119418057
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,62,0.42463235294117646,0.4397977941176471,1.4027987393465908,1.4067695628512988
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,63,0.43933823529411764,0.4494485294117647,1.3997663151134143,1.4057603911920027
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,64,0.42830882352941174,0.4333639705882353,1.3978763818740845,1.4045537872747942
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,65,0.43014705882352944,0.44347426470588236,1.396130626851862,1.4030782688747754
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,66,0.43014705882352944,0.4420955882352941,1.3953362594951282,1.4016169905662537
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,67,0.4319852941176471,0.4494485294117647,1.3935009024359963,1.400629918683659
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,68,0.4485294117647059,0.44485294117647056,1.3920554572885686,1.3993241434747523
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,69,0.44485294117647056,0.4476102941176471,1.3898189501328901,1.3962350650267168
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,70,0.4485294117647059,0.4485294117647059,1.3876557566902854,1.3966718343171207
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,71,0.44669117647058826,0.4499080882352941,1.385669014670632,1.3937865143472499
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,72,0.4411764705882353,0.4333639705882353,1.385141285982999,1.3937871212309056
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,73,0.43933823529411764,0.4494485294117647,1.3832949074831875,1.393040350892327
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,74,0.45036764705882354,0.45128676470588236,1.381388545036316,1.390560738065026
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,75,0.44485294117647056,0.4453125,1.3809601176868787,1.390544837171381
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,76,0.4522058823529412,0.4499080882352941,1.3788696852597324,1.388942620970986
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,77,0.4540441176470588,0.44669117647058826,1.3763322613456033,1.387530725110661
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,78,0.45036764705882354,0.4453125,1.3756871115077625,1.3852201348001307
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,79,0.4522058823529412,0.4411764705882353,1.373682683164423,1.3854976811192252
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,80,0.45036764705882354,0.44715073529411764,1.3735322518782183,1.3830546790903264
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,81,0.45036764705882354,0.4453125,1.3728750944137573,1.3837809373031964
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,82,0.45955882352941174,0.4508272058823529,1.3700703599236228,1.3814244866371155
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,83,0.4577205882352941,0.4499080882352941,1.3694497021761807,1.3811946565454656
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,84,0.4577205882352941,0.4508272058823529,1.3661843213168057,1.3808615478602322
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,85,0.45955882352941174,0.4499080882352941,1.3656634850935503,1.37904707681049
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,86,0.46139705882352944,0.45358455882352944,1.364702278917486,1.3783275457945736
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,87,0.46139705882352944,0.4522058823529412,1.3637301488356157,1.3746009035543962
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,88,0.45036764705882354,0.4540441176470588,1.363390413197604,1.3725951449437575
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,89,0.4632352941176471,0.4540441176470588,1.3604674881154841,1.3720299818299033
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,90,0.46875,0.4540441176470588,1.3593094240535388,1.3730960163203152
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,91,0.4632352941176471,0.4508272058823529,1.3583083911375566,1.3715135021643206
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,92,0.46139705882352944,0.453125,1.3569151163101196,1.3727347390218214
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,93,0.46139705882352944,0.4522058823529412,1.3554166663776746,1.370115353302522
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,94,0.4650735294117647,0.45450367647058826,1.3535462726246228,1.369707077741623
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,95,0.46875,0.44715073529411764,1.3537245446985418,1.3656741353598507
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,96,0.4632352941176471,0.45358455882352944,1.3523935296318748,1.366657492789355
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,97,0.46139705882352944,0.4522058823529412,1.3498813780871304,1.3660808313976636
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,98,0.47058823529411764,0.4522058823529412,1.3493253859606655,1.3629514222795314
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,99,0.47058823529411764,0.453125,1.3486456329172307,1.3626888611099937
UTC-2023-3-3-14-23-18,17.178,Adam,Holdout,0.2,5,32,GraphConv,AvgPooling,0.01,50,100,0.4650735294117647,0.4499080882352941,1.34595018083399,1.364629558541558
